user_id,gender,age,height,weight,duration,heart_rate,body_temp,user_id,calories
16324247,1,26,182.0,80.0,21.0,96.0,40.5,16324247,100.0
14277710,0,44,184.0,86.0,25.0,114.0,40.8,14277710,200.0
10888188,0,61,183.0,86.0,1.0,81.0,38.3,10888188,4.0
13379795,1,68,157.0,57.0,13.0,92.0,40.1,13379795,70.0
17181524,1,61,176.0,70.0,20.0,104.0,40.5,17181524,127.0
15988442,0,63,179.0,80.0,25.0,108.0,40.8,15988442,197.0
19538533,1,54,171.0,66.0,20.0,98.0,40.1,19538533,113.0
14591877,1,54,169.0,66.0,3.0,80.0,38.9,14591877,11.0
14274480,1,47,155.0,55.0,16.0,93.0,40.5,14274480,82.0
16818429,0,33,184.0,86.0,8.0,86.0,39.9,16818429,26.0
17476522,1,24,171.0,66.0,24.0,105.0,40.6,17476522,141.0
16369885,0,24,195.0,98.0,20.0,96.0,40.6,16369885,92.0
17816292,0,48,152.0,59.0,2.0,79.0,38.0,17816292,5.0
15995398,0,35,193.0,93.0,10.0,83.0,39.7,15995398,30.0
17615432,0,21,168.0,71.0,3.0,78.0,38.5,17615432,3.0
10146087,1,21,179.0,73.0,9.0,90.0,39.6,10146087,37.0
17967445,1,22,158.0,62.0,25.0,105.0,40.6,17967445,147.0
19670291,1,69,174.0,69.0,2.0,80.0,38.1,19670291,8.0
10580576,0,53,191.0,101.0,21.0,106.0,40.7,10580576,159.0
15854213,1,68,155.0,58.0,15.0,100.0,40.3,15854213,93.0
11138472,1,69,164.0,65.0,23.0,113.0,40.4,11138472,173.0
18276801,0,28,198.0,101.0,19.0,95.0,40.6,18276801,89.0
13823902,0,70,188.0,89.0,7.0,82.0,39.3,13823902,31.0
19222133,1,36,170.0,64.0,9.0,84.0,39.6,19222133,35.0
13231909,1,77,177.0,80.0,16.0,98.0,40.6,13231909,94.0
12726617,1,32,167.0,63.0,9.0,99.0,39.7,12726617,49.0
12538968,1,62,185.0,77.0,13.0,84.0,40.4,12538968,54.0
10941668,1,64,151.0,56.0,20.0,97.0,40.4,10941668,117.0
12628985,0,45,175.0,79.0,27.0,104.0,40.6,12628985,173.0
17691320,0,45,158.0,61.0,20.0,97.0,40.7,17691320,99.0
17822027,1,22,177.0,71.0,10.0,93.0,39.8,17822027,45.0
13777657,0,45,169.0,69.0,22.0,113.0,40.6,13777657,166.0
19423359,1,66,174.0,69.0,28.0,111.0,40.9,19423359,202.0
14701930,0,31,182.0,83.0,20.0,101.0,40.9,14701930,107.0
11513205,1,57,163.0,68.0,29.0,109.0,40.7,11513205,199.0
11842710,0,53,192.0,93.0,5.0,90.0,39.1,11842710,25.0
12576313,1,22,179.0,67.0,8.0,77.0,39.5,12576313,23.0
12367125,0,67,192.0,92.0,24.0,108.0,40.7,12367125,200.0
16913504,1,27,168.0,64.0,2.0,76.0,38.2,16913504,6.0
19439155,0,57,178.0,83.0,2.0,79.0,38.1,19439155,7.0
16137644,1,49,168.0,68.0,20.0,99.0,40.6,16137644,113.0
11622081,1,39,168.0,63.0,29.0,108.0,40.7,11622081,188.0
17374074,0,47,165.0,72.0,20.0,96.0,40.3,17374074,103.0
19096890,0,62,197.0,101.0,17.0,103.0,40.3,19096890,128.0
19628507,0,41,187.0,89.0,23.0,99.0,40.7,19628507,130.0
16918679,1,34,144.0,50.0,7.0,83.0,39.3,16918679,27.0
11194130,1,40,163.0,62.0,27.0,111.0,41.2,11194130,185.0
18863486,1,55,155.0,57.0,11.0,92.0,39.8,18863486,57.0
11754581,0,44,189.0,88.0,13.0,94.0,40.0,11754581,65.0
15161631,1,45,160.0,60.0,16.0,99.0,40.4,15161631,91.0
18735761,1,49,164.0,64.0,19.0,105.0,40.4,18735761,120.0
15878611,1,46,166.0,68.0,12.0,101.0,40.1,15878611,70.0
19249559,0,25,202.0,100.0,9.0,94.0,39.8,19249559,39.0
15469030,0,68,171.0,80.0,22.0,95.0,40.5,15469030,136.0
11157560,1,25,169.0,64.0,14.0,101.0,40.2,11157560,77.0
19576971,1,31,174.0,67.0,9.0,93.0,39.5,19576971,42.0
15048071,0,57,184.0,91.0,7.0,95.0,39.2,15048071,41.0
18707469,1,27,159.0,59.0,14.0,88.0,39.9,18707469,59.0
12598637,0,40,201.0,98.0,24.0,110.0,40.7,12598637,179.0
14342169,1,57,171.0,74.0,2.0,73.0,38.6,14342169,6.0
19208771,1,23,155.0,62.0,5.0,74.0,39.2,19208771,13.0
11790318,0,23,189.0,87.0,23.0,110.0,40.0,11790318,147.0
11756583,0,43,183.0,88.0,26.0,107.0,40.7,11756583,180.0
16417986,0,74,201.0,107.0,14.0,96.0,40.1,16417986,101.0
13065142,1,45,158.0,53.0,23.0,106.0,40.7,13065142,150.0
10481882,1,31,165.0,60.0,25.0,115.0,40.8,10481882,179.0
19521409,0,21,195.0,93.0,6.0,93.0,39.2,19521409,23.0
15862346,0,50,190.0,96.0,3.0,80.0,38.3,15862346,10.0
12234447,0,39,175.0,74.0,9.0,93.0,39.5,12234447,39.0
14624633,0,57,169.0,81.0,30.0,112.0,40.9,14624633,247.0
17074274,1,26,159.0,53.0,19.0,92.0,40.5,17074274,89.0
17636190,0,34,181.0,83.0,25.0,102.0,40.9,17636190,141.0
14345479,1,55,160.0,62.0,4.0,87.0,39.1,14345479,18.0
11772472,1,52,171.0,67.0,15.0,89.0,40.6,11772472,70.0
19087162,0,21,188.0,90.0,29.0,110.0,40.8,19087162,185.0
15875055,1,20,136.0,45.0,11.0,94.0,40.1,15875055,54.0
10939512,1,79,152.0,60.0,29.0,107.0,40.8,10939512,207.0
13616455,0,21,189.0,91.0,27.0,114.0,41.0,13616455,189.0
19118405,0,50,171.0,74.0,2.0,82.0,38.1,19118405,6.0
10503799,1,29,180.0,76.0,12.0,97.0,39.9,10503799,60.0
16572590,0,22,194.0,92.0,6.0,92.0,39.0,16572590,23.0
17336010,1,28,158.0,60.0,27.0,113.0,40.8,17336010,186.0
15483091,0,38,188.0,93.0,28.0,104.0,40.9,15483091,178.0
10006441,0,23,169.0,73.0,25.0,102.0,40.7,10006441,122.0
13075455,1,68,159.0,68.0,24.0,108.0,40.5,13075455,166.0
17564519,0,79,176.0,86.0,20.0,102.0,40.1,17564519,158.0
18789619,1,35,182.0,70.0,2.0,83.0,38.4,18789619,7.0
15444304,0,67,201.0,96.0,18.0,105.0,40.5,15444304,143.0
13122354,1,21,156.0,52.0,12.0,82.0,39.8,13122354,43.0
10692173,1,44,143.0,49.0,17.0,92.0,40.2,10692173,86.0
12890276,1,43,175.0,72.0,23.0,100.0,40.7,12890276,128.0
14339451,0,21,186.0,79.0,29.0,111.0,41.0,14339451,182.0
16626118,1,32,170.0,70.0,10.0,98.0,39.7,16626118,52.0
17268858,0,79,179.0,91.0,27.0,107.0,40.4,17268858,236.0
13816658,0,51,192.0,96.0,19.0,97.0,40.6,13816658,114.0
14191617,1,60,174.0,67.0,11.0,99.0,39.7,14191617,64.0
13672975,0,49,184.0,86.0,26.0,103.0,40.8,13672975,171.0
16361679,0,46,179.0,84.0,6.0,82.0,39.2,16361679,19.0
17739883,1,35,149.0,54.0,21.0,111.0,40.5,17739883,144.0
19341462,0,31,172.0,76.0,9.0,94.0,39.7,19341462,37.0
14117537,0,42,185.0,78.0,26.0,110.0,41.4,14117537,185.0
12667831,1,66,174.0,69.0,13.0,87.0,39.8,12667831,60.0
10661999,0,52,189.0,90.0,22.0,96.0,40.5,10661999,127.0
10366046,0,59,166.0,73.0,23.0,101.0,40.4,10366046,149.0
11523134,0,23,169.0,71.0,16.0,102.0,40.1,11523134,78.0
12275702,1,49,164.0,63.0,5.0,91.0,38.9,12275702,24.0
11190411,1,25,157.0,57.0,23.0,107.0,40.8,11190411,143.0
19686449,0,20,188.0,84.0,27.0,104.0,41.0,19686449,143.0
15565644,1,28,163.0,66.0,15.0,94.0,40.1,15565644,71.0
10154011,0,60,182.0,90.0,11.0,90.0,40.2,10154011,58.0
12676049,1,29,178.0,77.0,15.0,95.0,40.4,12676049,71.0
10228092,0,40,184.0,87.0,5.0,88.0,39.5,10228092,20.0
18997284,0,26,191.0,93.0,17.0,96.0,40.3,18997284,78.0
10836250,1,26,176.0,76.0,19.0,97.0,40.4,10836250,93.0
15883541,0,25,158.0,58.0,6.0,90.0,39.2,15883541,17.0
16990389,1,60,190.0,87.0,3.0,84.0,38.9,16990389,12.0
17046329,0,25,181.0,81.0,23.0,101.0,40.8,17046329,115.0
14136420,1,39,165.0,65.0,19.0,106.0,40.6,14136420,119.0
13138092,1,30,153.0,53.0,26.0,108.0,40.6,13138092,168.0
16655537,0,23,198.0,100.0,12.0,90.0,40.4,16655537,44.0
16245184,1,37,148.0,51.0,29.0,108.0,40.6,16245184,192.0
19157340,1,22,147.0,47.0,17.0,101.0,40.3,19157340,96.0
19810083,1,26,170.0,68.0,23.0,105.0,40.7,19810083,135.0
19821989,1,56,167.0,60.0,12.0,86.0,40.2,19821989,54.0
17219988,0,43,171.0,79.0,30.0,115.0,40.8,17219988,239.0
19572798,1,38,169.0,65.0,14.0,94.0,40.1,19572798,69.0
18360844,0,24,179.0,80.0,14.0,90.0,40.7,18360844,46.0
13918575,1,25,164.0,63.0,21.0,101.0,40.7,13918575,115.0
15319150,1,31,163.0,62.0,4.0,88.0,39.1,15319150,17.0
16112624,1,54,151.0,57.0,25.0,115.0,40.4,16112624,190.0
11099585,1,34,190.0,91.0,12.0,89.0,40.2,11099585,48.0
17300463,1,28,176.0,72.0,27.0,112.0,40.7,17300463,178.0
17118372,0,24,191.0,95.0,6.0,88.0,39.3,17118372,20.0
14435543,1,27,167.0,69.0,15.0,90.0,40.4,14435543,64.0
10908558,1,35,154.0,57.0,19.0,94.0,40.6,10908558,95.0
14181557,0,49,183.0,89.0,25.0,111.0,40.8,14181557,196.0
17152651,0,36,185.0,91.0,2.0,91.0,38.1,17152651,9.0
10192977,1,58,192.0,83.0,18.0,101.0,40.8,10192977,105.0
19584135,1,40,157.0,61.0,12.0,92.0,40.0,19584135,58.0
19445771,0,31,179.0,77.0,24.0,97.0,40.8,19445771,111.0
11294536,0,50,182.0,86.0,17.0,101.0,40.3,11294536,108.0
12845462,0,36,202.0,109.0,6.0,87.0,39.1,12845462,24.0
10578158,1,34,163.0,61.0,13.0,96.0,40.1,10578158,67.0
19789364,1,78,153.0,54.0,13.0,84.0,40.3,19789364,62.0
12301038,0,41,178.0,76.0,28.0,104.0,40.8,12301038,172.0
18976127,0,41,172.0,71.0,7.0,87.0,39.5,18976127,24.0
11460469,0,24,178.0,77.0,19.0,98.0,40.1,11460469,84.0
15238405,1,67,173.0,69.0,20.0,105.0,40.5,15238405,132.0
18559105,1,47,179.0,75.0,25.0,110.0,40.7,18559105,167.0
12761860,1,42,154.0,52.0,17.0,101.0,40.6,12761860,101.0
12777201,1,25,180.0,75.0,23.0,97.0,40.6,12777201,113.0
11084582,0,25,179.0,78.0,17.0,101.0,40.3,11084582,84.0
11393152,1,58,165.0,68.0,6.0,88.0,39.4,11393152,28.0
12327773,0,68,191.0,98.0,22.0,99.0,41.0,12327773,157.0
12038545,0,24,181.0,91.0,14.0,97.0,40.4,12038545,64.0
17593004,0,38,192.0,92.0,21.0,104.0,40.6,17593004,133.0
11708341,1,26,164.0,59.0,23.0,108.0,40.5,11708341,145.0
10753818,0,64,178.0,83.0,24.0,103.0,41.0,10753818,174.0
10608177,1,49,174.0,75.0,7.0,93.0,39.2,10608177,34.0
11267944,1,73,158.0,57.0,29.0,103.0,40.9,11267944,193.0
19795364,0,27,180.0,86.0,24.0,107.0,40.7,19795364,147.0
14290814,0,66,171.0,72.0,18.0,105.0,40.5,14290814,133.0
19222644,0,39,199.0,104.0,26.0,101.0,40.7,19222644,161.0
12847212,1,30,168.0,62.0,6.0,76.0,39.4,12847212,18.0
11986136,0,76,187.0,96.0,12.0,96.0,40.1,11986136,85.0
11830053,0,60,193.0,90.0,15.0,95.0,40.0,11830053,90.0
14737350,0,54,188.0,90.0,23.0,108.0,40.9,14737350,176.0
15294669,1,49,166.0,66.0,11.0,89.0,39.6,15294669,51.0
17146724,1,24,173.0,66.0,7.0,82.0,39.3,17146724,24.0
17490159,1,28,161.0,57.0,6.0,83.0,39.5,17490159,22.0
15501381,0,72,197.0,102.0,25.0,106.0,40.9,15501381,212.0
16736138,0,32,171.0,78.0,29.0,112.0,40.9,16736138,201.0
18493316,1,36,159.0,59.0,17.0,93.0,40.3,18493316,83.0
17497515,0,65,204.0,103.0,14.0,93.0,40.1,17497515,87.0
14364172,1,36,163.0,67.0,27.0,97.0,40.7,14364172,141.0
14217831,1,32,159.0,63.0,23.0,103.0,40.3,14217831,134.0
10483147,0,42,180.0,84.0,2.0,80.0,38.6,10483147,5.0
18046507,0,34,191.0,94.0,29.0,109.0,40.9,18046507,201.0
12414011,0,34,181.0,78.0,3.0,86.0,38.2,12414011,9.0
10710546,0,26,191.0,86.0,8.0,83.0,39.3,10710546,20.0
16175343,0,31,203.0,105.0,29.0,113.0,40.8,16175343,221.0
12020646,1,64,157.0,63.0,17.0,105.0,40.1,12020646,112.0
13611443,0,34,185.0,93.0,20.0,99.0,40.3,13611443,108.0
16383525,0,63,204.0,112.0,29.0,110.0,40.4,16383525,257.0
17841776,0,44,194.0,87.0,27.0,108.0,40.8,17841776,192.0
10735479,0,36,190.0,96.0,17.0,90.0,40.3,10735479,72.0
13117699,0,41,173.0,71.0,28.0,104.0,41.2,13117699,169.0
16042685,0,73,168.0,77.0,18.0,97.0,40.3,16042685,120.0
10315558,0,31,186.0,85.0,28.0,106.0,40.8,10315558,172.0
12304455,0,22,179.0,73.0,10.0,84.0,39.9,12304455,21.0
15503276,1,34,161.0,56.0,18.0,102.0,40.6,15503276,105.0
10565624,1,21,168.0,65.0,25.0,109.0,40.3,10565624,156.0
12458510,1,22,145.0,50.0,3.0,89.0,38.7,12458510,13.0
13885247,0,33,190.0,97.0,24.0,100.0,40.8,13885247,134.0
11572170,1,51,157.0,60.0,21.0,103.0,40.4,11572170,130.0
19911268,0,45,195.0,99.0,2.0,83.0,37.9,19911268,7.0
12859596,1,33,175.0,67.0,25.0,101.0,41.1,12859596,140.0
15376017,0,47,198.0,97.0,7.0,91.0,39.3,15376017,34.0
19921858,1,70,175.0,74.0,9.0,79.0,40.0,19921858,34.0
19187230,1,77,160.0,63.0,8.0,92.0,39.5,19187230,44.0
10874559,1,35,172.0,71.0,11.0,85.0,39.9,10874559,42.0
11746700,1,44,161.0,60.0,2.0,89.0,38.4,11746700,9.0
10952850,1,71,164.0,60.0,18.0,97.0,40.5,10952850,107.0
16785115,1,54,174.0,75.0,9.0,87.0,39.6,16785115,39.0
14951529,1,63,166.0,68.0,26.0,108.0,40.8,14951529,178.0
13846186,1,50,149.0,55.0,13.0,101.0,40.4,13846186,79.0
10590765,0,63,200.0,105.0,15.0,102.0,40.3,10590765,113.0
15032837,1,30,163.0,58.0,22.0,109.0,40.5,15032837,143.0
15511677,1,33,163.0,57.0,4.0,84.0,38.7,15511677,16.0
18148848,0,38,189.0,91.0,24.0,100.0,40.5,18148848,137.0
13172849,0,20,183.0,81.0,17.0,97.0,40.5,13172849,71.0
18401432,1,67,159.0,62.0,13.0,94.0,40.2,18401432,72.0
14857446,0,24,188.0,90.0,14.0,103.0,40.1,14857446,76.0
12734403,0,30,197.0,103.0,27.0,109.0,40.5,12734403,187.0
11693744,1,35,145.0,49.0,18.0,103.0,40.2,11693744,109.0
10622381,1,63,176.0,79.0,29.0,111.0,40.5,10622381,204.0
18548803,1,50,157.0,60.0,6.0,91.0,39.4,18548803,29.0
18119523,0,33,200.0,101.0,17.0,98.0,40.5,18119523,91.0
13991141,1,36,163.0,58.0,4.0,84.0,39.0,13991141,16.0
10677750,0,75,187.0,97.0,7.0,84.0,39.1,10677750,36.0
17724752,0,56,184.0,93.0,13.0,97.0,39.9,17724752,80.0
17047475,1,50,182.0,75.0,22.0,111.0,40.6,17047475,151.0
18908393,0,24,183.0,80.0,27.0,116.0,40.6,18908393,195.0
19475479,1,32,172.0,72.0,8.0,80.0,39.5,19475479,26.0
10854360,0,49,193.0,100.0,22.0,99.0,40.5,10854360,138.0
17425584,1,77,170.0,65.0,3.0,89.0,39.0,17425584,15.0
15539064,0,67,171.0,75.0,19.0,97.0,40.5,15539064,120.0
14130669,0,23,182.0,81.0,30.0,112.0,41.0,14130669,197.0
15015988,0,37,192.0,95.0,21.0,98.0,40.7,15015988,114.0
13741485,1,35,163.0,59.0,20.0,107.0,40.6,13741485,127.0
13015812,0,34,185.0,83.0,23.0,97.0,40.8,13015812,112.0
13939844,1,49,168.0,67.0,21.0,98.0,40.4,13939844,116.0
13135068,1,69,156.0,61.0,8.0,83.0,39.4,13135068,35.0
13286573,0,49,194.0,101.0,16.0,103.0,40.4,13286573,110.0
19246830,1,41,150.0,51.0,22.0,95.0,40.2,19246830,117.0
18976105,0,42,195.0,95.0,17.0,105.0,40.2,18976105,115.0
14714345,0,52,188.0,93.0,21.0,107.0,40.6,14714345,157.0
18319225,1,26,158.0,60.0,12.0,91.0,40.0,18319225,54.0
14775199,1,79,178.0,80.0,25.0,104.0,40.5,14775199,163.0
10074404,0,72,172.0,82.0,19.0,107.0,40.5,10074404,156.0
16366307,0,34,195.0,92.0,10.0,91.0,39.9,16366307,42.0
13945114,1,60,152.0,50.0,7.0,89.0,39.8,13945114,35.0
16749464,1,45,158.0,57.0,7.0,91.0,39.3,16749464,34.0
18521428,0,33,188.0,92.0,19.0,98.0,40.4,18521428,99.0
10207737,0,56,192.0,97.0,20.0,109.0,40.5,10207737,161.0
10722362,1,21,153.0,54.0,8.0,94.0,39.8,10722362,38.0
15316949,1,50,161.0,61.0,18.0,99.0,40.5,15316949,104.0
14920065,0,60,184.0,86.0,27.0,105.0,41.0,14920065,200.0
10809847,0,39,162.0,72.0,28.0,108.0,40.7,10809847,183.0
12363678,0,48,175.0,75.0,19.0,110.0,40.7,12363678,140.0
17804243,1,38,163.0,65.0,19.0,97.0,40.5,17804243,100.0
15862195,0,54,190.0,95.0,22.0,110.0,40.3,15862195,178.0
12555008,0,23,195.0,89.0,27.0,104.0,41.0,12555008,150.0
13788834,1,72,164.0,68.0,15.0,94.0,40.2,13788834,83.0
19113986,0,47,179.0,79.0,6.0,74.0,39.3,19113986,12.0
19510192,1,58,170.0,72.0,8.0,103.0,39.9,19510192,49.0
15831321,0,41,179.0,85.0,25.0,101.0,40.8,15831321,147.0
14142930,0,62,193.0,100.0,8.0,90.0,39.4,14142930,44.0
16036236,1,30,168.0,67.0,29.0,107.0,40.9,16036236,179.0
19962170,1,32,156.0,56.0,23.0,113.0,40.5,19962170,161.0
11390035,0,20,178.0,80.0,9.0,84.0,39.4,11390035,20.0
16163940,1,53,168.0,65.0,21.0,102.0,40.5,16163940,127.0
17847428,0,51,189.0,95.0,30.0,112.0,41.0,17847428,247.0
18908334,0,78,177.0,86.0,23.0,100.0,40.8,18908334,173.0
17029728,1,31,169.0,69.0,1.0,74.0,37.6,17029728,3.0
10082523,0,74,205.0,112.0,6.0,83.0,39.0,10082523,32.0
15505673,1,50,177.0,70.0,22.0,106.0,40.9,15505673,140.0
12679497,1,40,160.0,70.0,8.0,88.0,40.0,12679497,34.0
17438788,0,41,172.0,75.0,8.0,88.0,39.7,17438788,30.0
19382988,1,26,161.0,54.0,13.0,94.0,40.3,19382988,64.0
13632419,0,25,185.0,89.0,27.0,104.0,40.8,13632419,152.0
12432246,0,31,184.0,89.0,15.0,105.0,39.9,12432246,91.0
19984594,0,20,186.0,90.0,4.0,83.0,38.8,19984594,9.0
14768524,1,55,176.0,72.0,5.0,84.0,39.3,14768524,20.0
18107311,1,52,160.0,59.0,25.0,103.0,40.7,18107311,156.0
11102823,0,60,208.0,105.0,26.0,110.0,40.6,11102823,223.0
11337714,0,36,191.0,93.0,16.0,97.0,40.0,11337714,83.0
15422663,1,53,168.0,69.0,11.0,89.0,40.0,15422663,51.0
10201123,0,36,193.0,95.0,10.0,97.0,40.0,10201123,52.0
10310404,1,23,169.0,68.0,25.0,114.0,40.9,10310404,170.0
17001911,1,36,164.0,57.0,2.0,79.0,37.9,17001911,7.0
13586767,1,37,166.0,61.0,25.0,103.0,40.7,13586767,149.0
11312954,0,48,181.0,80.0,27.0,105.0,40.6,11312954,181.0
19873304,1,39,167.0,71.0,27.0,118.0,41.1,19873304,201.0
10331021,0,21,205.0,103.0,7.0,88.0,39.6,10331021,23.0
10566369,0,20,187.0,86.0,23.0,100.0,40.3,10566369,109.0
19286727,0,57,169.0,72.0,8.0,84.0,39.7,19286727,30.0
19845852,1,77,160.0,66.0,15.0,94.0,40.5,19845852,84.0
18971121,0,34,184.0,85.0,19.0,109.0,40.4,18971121,128.0
16784301,0,52,189.0,92.0,23.0,97.0,40.7,16784301,137.0
15158798,0,70,194.0,91.0,28.0,103.0,40.8,15158798,216.0
12730658,1,64,157.0,54.0,12.0,95.0,40.1,12730658,68.0
16649627,0,73,198.0,101.0,18.0,97.0,40.7,16649627,129.0
16205668,0,47,195.0,99.0,11.0,88.0,39.8,16205668,50.0
15013894,1,39,164.0,65.0,5.0,84.0,39.2,15013894,19.0
12286808,1,25,163.0,60.0,7.0,89.0,39.4,12286808,30.0
10485469,0,22,165.0,67.0,27.0,119.0,40.4,10485469,197.0
13340241,0,67,173.0,78.0,4.0,95.0,38.7,13340241,24.0
14093741,1,64,164.0,67.0,13.0,94.0,40.2,14093741,70.0
11983925,0,37,200.0,100.0,12.0,91.0,40.1,11983925,54.0
11222672,0,21,184.0,78.0,19.0,100.0,40.5,11222672,88.0
17862213,0,40,190.0,97.0,7.0,83.0,39.5,17862213,24.0
18184462,1,36,174.0,68.0,19.0,108.0,40.1,18184462,121.0
14919629,1,53,178.0,77.0,11.0,95.0,39.9,14919629,57.0
17551112,0,41,192.0,99.0,22.0,98.0,40.5,17551112,126.0
17567644,0,56,184.0,88.0,5.0,89.0,39.5,17567644,24.0
17752929,1,29,166.0,65.0,11.0,84.0,40.0,17752929,41.0
18452221,0,28,192.0,92.0,7.0,92.0,39.5,18452221,28.0
15176055,0,22,191.0,88.0,10.0,90.0,39.7,15176055,34.0
10836299,0,76,195.0,93.0,23.0,96.0,40.5,10836299,161.0
14734299,0,73,175.0,76.0,4.0,86.0,38.9,14734299,20.0
10567350,0,39,191.0,86.0,23.0,97.0,40.6,10567350,119.0
13304804,1,69,162.0,59.0,11.0,95.0,39.6,13304804,63.0
10638410,1,46,180.0,75.0,12.0,93.0,40.1,10638410,58.0
13464795,1,30,163.0,58.0,30.0,115.0,40.6,13464795,215.0
13693397,1,35,168.0,67.0,17.0,101.0,40.1,13693397,96.0
14347203,1,60,176.0,71.0,24.0,107.0,41.0,14347203,160.0
13541948,1,35,150.0,50.0,25.0,104.0,41.0,13541948,154.0
12431875,0,26,182.0,84.0,5.0,81.0,39.1,12431875,11.0
18290984,0,21,183.0,83.0,23.0,104.0,40.5,18290984,122.0
15699085,1,27,158.0,57.0,22.0,101.0,40.4,15699085,124.0
17286230,1,47,172.0,69.0,21.0,97.0,40.6,17286230,113.0
12037170,1,27,183.0,79.0,3.0,80.0,38.9,12037170,9.0
15295331,0,49,181.0,79.0,29.0,108.0,40.7,15295331,208.0
13302612,0,27,178.0,83.0,19.0,102.0,41.0,13302612,101.0
14255616,0,46,194.0,91.0,14.0,91.0,40.0,14255616,66.0
12824130,0,58,197.0,98.0,14.0,102.0,40.1,12824130,100.0
12481603,0,27,172.0,77.0,13.0,101.0,39.9,12481603,65.0
17977871,0,29,176.0,76.0,13.0,91.0,39.8,17977871,47.0
10164017,0,39,197.0,96.0,3.0,78.0,38.6,10164017,8.0
13155595,1,56,160.0,63.0,4.0,84.0,38.7,13155595,17.0
11627255,0,32,183.0,83.0,21.0,97.0,40.4,11627255,101.0
12530320,1,43,169.0,67.0,5.0,80.0,39.0,12530320,18.0
14132143,0,21,202.0,98.0,21.0,108.0,40.5,14132143,131.0
14940695,1,76,175.0,72.0,10.0,97.0,39.8,14940695,58.0
17806572,1,22,162.0,59.0,15.0,104.0,40.0,17806572,87.0
14971780,0,35,200.0,99.0,24.0,104.0,40.6,14971780,152.0
16691239,0,45,191.0,95.0,28.0,105.0,41.0,16691239,193.0
15563989,0,32,176.0,83.0,10.0,99.0,39.7,15563989,51.0
10679574,0,39,178.0,80.0,25.0,105.0,40.7,10679574,157.0
10176870,1,44,174.0,75.0,27.0,105.0,40.8,10176870,165.0
19455108,1,26,174.0,67.0,6.0,84.0,39.4,19455108,22.0
18145627,1,42,179.0,72.0,17.0,98.0,40.1,18145627,91.0
13361025,1,24,178.0,78.0,2.0,93.0,38.2,13361025,9.0
19596964,0,56,186.0,93.0,14.0,91.0,40.0,19596964,74.0
18120047,0,71,185.0,96.0,5.0,85.0,39.1,18120047,26.0
19554783,1,37,187.0,84.0,11.0,99.0,39.9,19554783,57.0
17873138,1,47,162.0,63.0,10.0,81.0,39.9,17873138,37.0
12940540,0,48,167.0,67.0,29.0,112.0,40.9,12940540,217.0
